<|im_start|>system
You are a retrieval engine. The user will provide a long archive. Answer only the exact passkey requested. Do not explain.
<|im_end|>
<|im_start|>user
Task: find the single secret code in the archive. The code is written on a line beginning with NEEDLE_CODE.
At the end, answer only the exact code value, with no extra words.
ARCHIVE BEGIN
Archive record 00000: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 02334: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 02335: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 02336: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 02337: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 02338: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 02339: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 02340: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 02341: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 02342: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
Archive record 02343: neutral calibration prose about clay, light, cables, schedules, and quiet studio observations. This line contains no secret code.
